Parent,name,class,datatype,units,High Normal,Low Normal,Allow Decimal,locale,Block,synonym.1,answer,shortname,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9,child.10,reference-term-source.1,reference-term-code.1,reference-term-relationship.1,reference-term-source.2,reference-term-code.2,reference-term-relationship.2,reference-term-source.3,reference-term-code.3,reference-term-relationship.3,reference-term-source.4,reference-term-code.4,reference-term-relationship.4,reference-term-source.5,reference-term-code.5,reference-term-relationship.5,reference-term-source.6,reference-term-code.6,reference-term-relationship.6
Yoga practice-II,Paschimothana asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Bheka asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Bhujanga asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Matsya asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Prsrutha hastha pada asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Vipareethakarani,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Skanda chakra asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Rajju karshana asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Kashta thakshana asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Greeva sanchalana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Mustika bandha,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Manibandha asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Manibandha chakra asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Kehuni namana asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Shava asana I (2 minutes),Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Shava asana II (2 minutes),Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yoga practice table,Misc,Block,,,,,,"Yoga practice-I,Yoga practice-II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yoga Compliance,Misc,Coded,,,,,,,,"100%-80% Very Good,80%-60% Good,60%-40% Moderate,40%-20% Poor,20%-0% Very poor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yoga Note,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yoga therapist name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PARTC - Yoga Therapist's Observations,Misc,Block,,,,,,"Yoga practice table,Yoga Compliance,Yoga Note,Yoga therapist name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Provided by,Test,Coded,,,,,,,PROVIDER,"Bystander,Self",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Method,Misc,Coded,,,,,,,,"Good,Not good",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Breathing coordination,Misc,Coded,,,,,,,,"Proper,Not proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Amount of oil used,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,How many bottles purchased per month,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Application of ointment,Misc,Coded,,,,,,,,"Applying,Not applying",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Comment by therapist,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Therapist name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART D - IMLD Provider's Observations,Misc,Block,,,,,,IMLD practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part E - Doctor's Observation,Observation,"Misc, Question",Text,,,,,,,  MEDICAL RECORD OBSERVATIONS,MEDICAL RECORD OBSERVATIONS,,,,,,,,,,,,CIEL,1238,SAME-AS,SNOMED,312853008,SAME-AS,CIEL,159801,SAME-AS,AMPATH,1238,SAME-AS,,,,,,
Part E - Doctor's Observation,Suggestions/Medicines prescribed,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part E - Doctor's Observation,Name,Misc,Text,,,,,,,,,,,,,,,,,,,,,2456,,,,,,,,,,,,,,,,
,Follow Up Counseling Case Record,Misc,Block,,,,,,"General Follow up,PART A,PART B - Compression Provider's Observations,PARTC - Yoga Therapist's Observations,PART D - IMLD Provider's Observations,Part E - Doctor's Observation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
